지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 시각(hhmi),평균 풍속(m/s),평균 상대습도(%),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),평균 지면온도(°C),평균 30cm 지중온도(°C),5.0m 지중온도(°C)
189,2014-12-27,7.9,4.2,659,12.3,1402,0,0,0,0,0,0,4.7,303,2.6,253,1.7,60.6,0,0,0,0,0,0,0,6,0,0
189,2014-12-28,8.6,6.1,438,11.7,1308,0,0,0,0,0,0,10,2322,5.2,2330,1.5,66.5,0,0,0,0,0,0,0,6.7,0,0
189,2014-12-29,10,8.1,441,13.9,1343,0,0,0,0,0,0,9.6,1408,4.7,1,2.1,55.4,0,0,0,0,0,0,0,7.3,0,0
189,2014-12-30,11.2,6.6,806,17,1401,0,0,0,0,0,0,8.9,402,4.7,450,2,38.6,0,0,0,0,0,0,0,6.6,0,0
189,2014-12-31,9.3,3.4,2350,14.3,1032,1.42,0,0,0,0,0.3,13.4,1333,5.8,1333,3.5,58.5,0,0,0,0,0,0,0,7.2,0,0
189,2015-01-01,2.8,0,744,4.1,45,9.2,0,0,0,0,4,13.2,1834,5.7,1823,3.1,63,0,0,0,0.7,212,0.7,212,3.4,0,0
189,2015-01-02,5.4,3.1,438,8.7,1441,0.57,0,0,0,0,0.1,12.4,1347,5.6,1554,3.1,55,0,0,0,0,0,0,0,3.7,0,0
189,2015-01-03,7.6,3.7,1,11.5,1401,0,0,0,0,0,0,7.2,1621,3.7,1605,1.7,68.8,0,0,0,0,0,0,0,6.6,0,0
189,2015-01-04,11.9,8.6,101,16.3,1414,0,0,0,0,0,0,10.2,1500,5.7,1325,2.3,60.6,0,0,0,0,0,0,0,7.9,0,0
189,2015-01-05,13.1,7.5,155,16.7,1453,3.77,0,0,0,0,3,13.4,2315,8.1,2344,2.3,71.4,0,0,0,0,0,0,0,9.5,0,0
189,2015-01-06,11.7,6.8,2312,16.6,819,1.13,0,0,0,0,2,12.4,846,6.5,11,3.1,57.1,0,0,0,0,0,0,0,11,0,0
189,2015-01-07,6.3,4,2324,10,1347,0,0,0,0,0,0,10.7,1657,3.9,1501,1.9,62.4,0,0,0,0,0,0,0,7.1,0,0
189,2015-01-08,7,3.6,541,11.9,1425,0,0,0,0,0,0,8,554,4.5,345,2,60.4,0,0,0,0,0,0,0,5.2,0,0
189,2015-01-09,7.4,4.8,315,12.6,1321,0,0,0,0,0,0,12.5,1537,5.7,1538,2.6,54.3,0,0,0,0,0,0,0,4.8,0,0
189,2015-01-10,8.7,5.6,2120,13.1,1337,0,0,0,0,0,0,10.7,1332,5.3,704,2.1,44.4,0,0,0,0,0,0,0,4.8,0,0
189,2015-01-11,9.5,4.6,137,14,1412,0,0,0,0,0,0,11.4,1308,5.2,1522,2.6,48.8,0,0,0,0,0,0,0,5.4,0,0
189,2015-01-12,6.6,3.3,523,11.7,1338,0,0,0,0,0,0,8.9,2154,5.5,2154,2.2,53.1,0,0,0,0,0,0,0,4,0,0
189,2015-01-13,10.3,6.1,1,12.8,1038,0,0,0,0,0,0,8.7,1532,5,1333,3.3,65.4,0,0,0,0,0,0,0,7.7,0,0
189,2015-01-14,9.7,8.5,1849,10.7,153,19.7,0,0,0,0,31,12.6,1636,6.9,1528,3.9,85.1,0,0,0,0,0,0,0,8.6,0,0
189,2015-01-15,9.8,5.5,2331,14,1133,0,0,0,0,0,0,9.5,1327,5.4,1328,2.1,49.3,0,0,0,0,0,0,0,6.9,0,0
189,2015-01-16,8.1,5.3,620,11.1,1200,0,0,0,0,0,0,9,2238,4.1,2341,2.2,61.4,0,0,0,0,0,0,0,5.1,0,0
189,2015-01-17,6.2,3.2,2259,10.1,1420,0,0,0,0,0,0,14.4,556,5.9,1535,2.7,49.9,0,0,0,0,0,0,0,5,0,0
189,2015-01-18,7.7,3.6,1,10.6,1010,0,0,0,0,0,0,9.9,1336,5.4,1311,2.8,61.1,0,0,0,0,0,0,0,5.4,0,0
189,2015-01-19,8.5,5.9,2336,12.1,1524,0,0,0,0,0,0,11.5,1353,6,1357,2.8,49.4,0,0,0,0,0,0,0,5.3,0,0
189,2015-01-20,7.8,4,521,11.1,1447,0,0,0,0,0,0,5.9,6,3,1155,1.7,72.5,0,0,0,0,0,0,0,5.9,0,0
189,2015-01-21,9.2,7.4,2249,10.9,1556,7.33,0,0,0,0,10.5,4,3,2.7,9,1.3,83.9,0,0,0,0,0,0,0,8.1,0,0
189,2015-01-22,8,4.5,2320,12.1,1440,0,0,0,0,0,0,7.4,1332,4.2,1339,1.7,60.3,0,0,0,0,0,0,0,7.4,0,0
189,2015-01-23,6.3,3,629,12.1,1345,0,0,0,0,0,0,5.6,1239,3.2,1258,1.6,67.6,0,0,0,0,0,0,0,6.1,0,0
189,2015-01-24,7.9,3.8,139,12.3,1448,0,0,0,0,0,0,6.9,1320,3.9,1320,1.9,67.9,0,0,0,0,0,0,0,5.9,0,0
189,2015-01-25,12.8,6.8,117,17.2,1507,0,0,0,0,0,22.5,10.1,1738,5.5,1927,2.5,77.8,0,0,0,0,0,0,0,10.3,0,0
189,2015-01-26,12.9,11,2353,16.3,1458,0,0,0,0,0,0,10.2,1403,4.7,553,2,81.9,0,0,0,0,0,0,0,13.3,0,0
189,2015-01-27,9.5,6.2,2339,12.7,1310,0,0,0,0,0,0,9.1,1508,5.8,1509,1.9,64.6,0,0,0,0,0,0,0,10,0,0
189,2015-01-28,7.3,4.8,2041,10.8,1355,0,0,0,0,0,0,8.6,2101,4.5,1234,2.3,42.5,0,0,0,0,0,0,0,6.7,0,0
189,2015-01-29,8.2,6.2,1,9.3,1607,0,0,0,0,0,7,5.9,308,3.3,26,1.8,82.4,0,0,0,0,0,0,0,7.1,0,0
189,2015-01-30,6.3,3.4,2317,9.8,1402,0,0,0,0,0,0.5,8.9,1633,4.5,1637,1.7,65,0,0,0,0,0,0,0,8.1,0,0
189,2015-01-31,4.6,1.7,348,8.8,1513,0,0,0,0,0,0,9,115,3.4,6,1.7,61.4,0,0,0,0,0,0,0,5.7,0,0
189,2015-02-01,6.8,2.4,439,10.4,1505,0,0,0,0,0,0,6.8,1241,4.3,1306,2.1,61.4,0,0,0,0,0,0,0,5.8,0,0
189,2015-02-02,8.5,6.6,2400,12.8,1341,0,0,0,0,0,0,5.3,1609,3.3,1329,1.5,61.6,0,0,0,0,0,0,0,8.3,0,0
189,2015-02-03,8.2,4.9,724,12.8,1117,0,0,0,0,0,0,5.9,1418,3.3,1356,1.6,62.8,0,0,0,0,0,0,0,6.6,0,0
189,2015-02-04,6.8,5.2,2354,11.2,1343,0,0,0,0,0,0,10.7,1434,5.8,1439,2,57.6,0,0,0,0,0,0,0,6.4,0,0
189,2015-02-05,5.1,2.4,437,8.2,1229,2.13,0,0,0,0,0.5,13.3,1641,6,1701,2.5,58.5,0,0,0,0,0,0,0,5.4,0,0
189,2015-02-06,6.6,2,139,10.2,1304,0,0,0,0,0,0,5.4,2400,2.6,2324,1.6,64.3,0,0,0,0,0,0,0,5.9,0,0
189,2015-02-07,8,6.3,209,10.9,1305,0,0,0,0,0,0,10,1552,5,1540,2.2,55.5,0,0,0,0,0,0,0,7.6,0,0
189,2015-02-08,1.8,-0.8,2148,8.1,46,0,0,0,0,0,0,17.7,1327,6.1,1202,3,59.3,0,0,0,0,0,0,0,3.8,0,0
189,2015-02-09,1.9,-0.2,606,6.2,1542,0,0,0,0,0,0,7,1834,3.7,1203,1.6,58,0,0,0,0,0,0,0,4,0,0
189,2015-02-10,5.7,0.5,330,9.5,1234,0,0,0,0,0,0,9.7,1448,5,1607,2.5,58,0,0,0,0,0,0,0,3.6,0,0
189,2015-02-11,7.9,4.5,657,11.7,1331,0,0,0,0,0,0,9.7,1258,5.5,1345,2.3,56.5,0,0,0,0,0,0,0,5.8,0,0
189,2015-02-12,7.9,3.4,2336,13.4,1213,0,0,0,0,0,0,11.1,1457,5.1,1701,2.3,51.3,0,0,0,0,0,0,0,6.7,0,0
189,2015-02-13,5.5,0.9,716,10.9,1435,0,0,0,0,0,0,7.7,1026,3.9,1030,1.6,52.3,0,0,0,0,0,0,0,5.3,0,0
189,2015-02-14,8.3,2.2,427,12.2,1419,0,0,0,0,0,0,7.8,1448,4.8,1446,1.9,59.8,0,0,0,0,0,0,0,6.4,0,0
189,2015-02-15,12.7,11.3,6,14.9,1236,0,0,0,0,0,63.5,8.8,1745,4.6,1809,1.5,87.5,0,0,0,0,0,0,0,10.6,0,0
189,2015-02-16,13.7,10,2327,19.5,1522,0,0,0,0,0,7.5,11.2,1325,5.6,1226,2.7,78.5,0,0,0,0,0,0,0,13.9,0,0
189,2015-02-17,8.5,6,736,14,1400,0,0,0,0,0,0,14.1,1742,6.5,1742,2.9,53.5,0,0,0,0,0,0,0,8.4,0,0
189,2015-02-18,7.5,4.8,419,12,1327,0,0,0,0,0,0,11.2,2323,5.5,2327,2.7,58.9,0,0,0,0,0,0,0,7.5,0,0
189,2015-02-19,6.6,2.3,633,10,1547,0,0,0,0,0,0,9.1,137,5.1,1130,2.4,60.9,0,0,0,0,0,0,0,6.8,0,0
189,2015-02-20,9.6,4.7,200,13.3,1203,0,0,0,0,0,0,6.9,2120,3.6,2302,2.2,63.1,0,0,0,0,0,0,0,7.8,0,0
189,2015-02-21,11.6,10.1,1,14.1,1606,0,0,0,0,0,103,7.1,2025,3.9,128,1.9,91.4,0,0,0,0,0,0,0,10.7,0,0
189,2015-02-22,11.1,8.7,2255,14.2,1452,0,0,0,0,0,0,5,1544,2.6,1211,1.3,86.8,0,0,0,0,0,0,0,12.6,0,0
189,2015-02-23,9.8,7.2,218,14,1501,0,0,0,0,0,0,6.9,1159,3.9,1207,1.6,71.8,0,0,0,0,0,0,0,11.5,0,0
189,2015-02-24,10.3,7.1,223,14.4,1604,0,0,0,0,0,0,7.6,1409,4.1,1410,1.8,58.4,0,0,0,0,0,0,0,10.9,0,0
189,2015-02-25,10.8,8.5,216,12.7,1146,0,0,0,0,0,0.2,4.6,240,2.7,1151,1.3,71.1,0,0,0,0,0,0,0,9.8,0,0
189,2015-02-26,11.4,7.4,2337,16.2,1315,0,0,0,0,0,0,12.1,2343,5.3,2025,1.9,57.1,0,0,0,0,0,0,0,11.7,0,0
189,2015-02-27,6.2,3.8,644,8.2,20,0,0,0,0,0,0,11.8,8,5,2021,2.3,54.3,0,0,0,0,0,0,0,6.3,0,0
189,2015-02-28,8,5.5,1,9.8,1319,0,0,0,0,0,6,8.9,908,5.4,2311,3.8,71.6,0,0,0,0,0,0,0,6.4,0,0
189,2015-03-01,8.3,5,2358,12.5,1508,0,0,0,0,0,0.5,9.9,1541,4.1,1546,2,68,0,0,0,0,0,0,0,10.3,0,0
189,2015-03-02,7.8,4.1,416,11.3,1152,0,0,0,0,0,0,7.6,1541,4.8,1355,2.2,57.5,0,0,0,0,0,0,0,8.1,0,0
189,2015-03-03,9.5,7.1,2348,11.7,1612,0,0,0,0,0,1,12.5,2218,4.9,2342,1.6,73.8,0,0,0,0,0,0,0,9,0,0
189,2015-03-04,5.4,2.8,600,9.1,1210,0,0,0,0,0,0,11.6,1352,5.1,1612,2.9,54.6,0,0,0,0,0,0,0,6,0,0
189,2015-03-05,6.6,2.7,515,10.3,1221,0,0,0,0,0,0,6.7,4,3.9,1603,2,44.8,0,0,0,0,0,0,0,6.8,0,0
189,2015-03-06,9.1,6.8,1,10.5,1242,0,0,0,0,0,0,7.4,1207,4.2,2005,2.7,66.4,0,0,0,0,0,0,0,8.2,0,0
189,2015-03-07,10.5,8.7,2307,13.9,1433,0,0,0,0,0,0,7.8,1210,4.6,1219,2.6,67.4,0,0,0,0,0,0,0,9.8,0,0
189,2015-03-08,10.9,6.4,446,15.2,1333,0,0,0,0,0,0,7.8,1301,4.3,1453,2.6,59,0,0,0,0,0,0,0,9.8,0,0
189,2015-03-09,9,2.2,2400,15.4,1344,0,0,0,0,0,4,15,1739,6,1802,2.5,58,0,0,0,0,0,0,0,11.5,0,0
189,2015-03-10,3.3,-0.3,700,8.9,1352,0,0,0,0,0,0,12.8,631,6.5,1338,2.9,45.9,0,0,0,0,0,0,0,6,0,0
189,2015-03-11,6.5,1.9,16,10.6,1211,0,0,0,0,0,0,10.8,413,5.9,1248,2.7,51.6,0,0,0,0,0,0,0,7.2,0,0
189,2015-03-12,8.8,5.5,351,12.7,1540,0,0,0,0,0,0,9.9,1118,6,1317,2.7,47.9,0,0,0,0,0,0,0,8.9,0,0
189,2015-03-13,10.9,6.9,109,14,1316,0,0,0,0,0,0,8,1356,4.5,1325,2.6,72.9,0,0,0,0,0,0,0,11.3,0,0
189,2015-03-14,11.4,7.9,634,15.3,1208,0,0,0,0,0,0,6,1421,3.3,1103,1.4,54.4,0,0,0,0,0,0,0,12.5,0,0
189,2015-03-15,12,7.4,645,15.7,1348,0,0,0,0,0,0,4.5,1223,2.3,1257,1.4,56.4,0,0,0,0,0,0,0,13.1,0,0
189,2015-03-16,14.5,10.4,204,19.4,1516,0,0,0,0,0,0,7.5,1242,3.7,1027,1.9,50.8,0,0,0,0,0,0,0,15.7,0,0
189,2015-03-17,16.5,10.9,615,20.7,1118,0,0,0,0,0,0,8.6,2150,5,2157,1.9,68.6,0,0,0,0,0,0,0,15.8,0,0
189,2015-03-18,15.1,12.2,2352,17.6,518,0,0,0,0,0,113,8.7,1702,4.7,1907,2.8,97.6,0,0,0,0,0,0,0,15.8,0,0
189,2015-03-19,13.1,11.4,124,15.3,1321,0,0,0,0,0,2,9.4,54,5,56,1.2,92.5,0,0,0,0,0,0,0,14.8,0,0
189,2015-03-20,14.1,11.2,41,18.9,1546,0,0,0,0,0,0.5,4.6,1638,2.7,1645,1.2,81.5,0,0,0,0,0,0,0,16.1,0,0
189,2015-03-21,15.4,12.5,720,20.1,1524,0,0,0,0,0,0,5.9,2330,3.1,2333,1.2,65.5,0,0,0,0,0,0,0,16.9,0,0
189,2015-03-22,15,11.1,708,18.8,1413,0,0,0,0,0,0,8.2,445,5.1,1305,2.3,28.5,0,0,0,0,0,0,0,13.6,0,0
189,2015-03-23,11.7,9.6,505,15.8,1244,0,0,0,0,0,0,12.5,721,6.9,738,3.3,23,0,0,0,0,0,0,0,11,0,0
189,2015-03-24,10,7.2,2359,14.2,1526,0,0,0,0,0,0,9.5,49,5.3,1228,2.6,33.8,0,0,0,0,0,0,0,12,0,0
189,2015-03-25,9.4,5,628,13.6,1249,0,0,0,0,0,0,6.4,1549,3.9,1538,2,40.3,0,0,0,0,0,0,0,12.5,0,0
189,2015-03-26,9.7,4.1,625,15.1,1352,0,0,0,0,0,0,5.9,1638,3.6,1640,1.9,51.1,0,0,0,0,0,0,0,12,0,0
189,2015-03-27,10.6,7.3,107,13.3,1125,0,0,0,0,0,1,4.6,2004,2.9,2006,1.2,62.9,0,0,0,0,0,0,0,11,0,0
189,2015-03-28,13.7,11.2,411,17.5,1448,0,0,0,0,0,0,5.2,1627,3.4,1628,1.2,72.9,0,0,0,0,0,0,0,16.9,0,0
189,2015-03-29,14,9.9,330,18.5,1516,0,0,0,0,0,0,4.5,1545,2.5,1548,1.3,79.8,0,0,0,0,0,0,0,16.9,0,0
189,2015-03-30,15.2,12.1,637,17.6,1623,0,0,0,0,0,0,3.9,1345,2.2,1419,1.1,81.4,0,0,0,0,0,0,0,16.9,0,0
189,2015-03-31,16.2,14.2,237,17.4,1247,0,0,0,0,0,61.5,7.6,1343,3.2,1352,1.5,95.8,0,0,0,0,0,0,0,16.2,0,0
189,2015-04-01,14.9,13.3,2338,16.8,1326,0,0.5,231,0.5,141,1,9.2,2104,5.3,2358,2.3,97,0,0,0,0,0,0,0,17.8,0,0
189,2015-04-02,15.9,13,336,18.9,1527,0,2.5,2341,6,2320,5,11.9,2326,7,2346,3.5,96,0,0,0,0,0,0,0,16,0,0
189,2015-04-03,14.5,12.6,2253,18.2,818,0,2,7,5.5,1,16,10,234,5.9,433,2.3,93,0,0,0,0,0,0,0,17.9,0,0
189,2015-04-04,14.4,11.8,134,15.9,2055,0,2,1819,5,1812,10.5,10.5,1011,5.7,952,3.4,92,0,0,0,0,0,0,0,14.8,0,0
189,2015-04-05,14,12.7,637,17.3,1249,0,1,1947,2.5,1917,2.5,10.3,340,6.3,347,1.8,94.8,0,0,0,0,0,0,0,16.7,0,0
189,2015-04-06,13.5,12.5,2346,14.9,1612,0,7,139,17,140,30,8.6,217,4.3,1115,1.2,96.6,0,0,0,0,0,0,0,15.4,0,0
189,2015-04-07,12.7,11.3,2331,15.3,1116,0,0.1,0,0.1,0,0.1,8.5,1520,4.8,1528,1.9,77.4,0,0,0,0,0,0,0,15.9,0,0
189,2015-04-08,11.9,10.2,2317,16,1049,0,0,0,0,0,0,8.3,1434,4.3,1027,2,69.3,0,0,0,0,0,0,0,13.5,0,0
189,2015-04-09,12.5,9.4,418,16.5,1455,0,0,0,0,0,0,10.6,1407,5.4,1314,2.8,60.5,0,0,0,0,0,0,0,14.9,0,0
189,2015-04-10,13.4,9.7,629,17.1,1410,0,0,0,0,0,0,7.2,1524,4.7,1308,1.9,67.5,0,0,0,0,0,0,0,16.5,0,0
189,2015-04-11,14.6,9.3,556,18.6,1705,0,0,0,0,0,0,8.1,1153,4.5,2200,2.4,50.1,0,0,0,0,0,0,0,16.4,0,0
189,2015-04-12,14.3,11.7,2326,19,1119,0,1.5,1614,6,1604,19,12.1,655,5.9,747,4.3,72.1,0,0,0,0,0,0,0,14.5,0,0
189,2015-04-13,12.1,8.7,2131,16.5,1311,0,2,1736,6.5,1710,11,10.6,121,6.3,123,4.1,84,0,0,0,0,0,0,0,14.8,0,0
189,2015-04-14,10,8.2,507,12.6,1705,0,1,915,1,825,1,8.3,918,4.4,242,2.8,71.1,0,0,0,0,0,0,0,13.1,0,0
189,2015-04-15,14,9.5,107,17.3,1301,0,0,0,0,0,0,10.6,538,6.4,539,4.1,75.3,0,0,0,0,0,0,0,15.6,0,0
189,2015-04-16,16.9,14.9,2217,22.8,1658,0,0,0,0,0,0,9.3,1453,6.1,1357,2.8,71.6,0,0,0,0,0,0,0,18.7,0,0
189,2015-04-17,14.6,10,601,19.7,1052,0,0,0,0,0,0,9.4,1147,4.2,1113,1.8,36.4,0,0,0,0,0,0,0,17.6,0,0
189,2015-04-18,15.9,12.4,314,18.8,2034,0,10,1452,12.5,1359,48,8.4,1500,4.5,1502,2.3,79.5,0,0,0,0,0,0,0,14.7,0,0
189,2015-04-19,16.1,14.4,2354,18.4,49,0,4.5,649,15,633,53,8.1,157,3.9,516,1.7,98.3,0,0,0,0,0,0,0,16.6,0,0
189,2015-04-20,14.4,12.6,2132,16.3,1240,0,1.5,540,2.5,510,3.5,9.6,2103,5.6,2115,1.7,96.3,0,0,0,0,0,0,0,16.5,0,0
189,2015-04-21,14.8,12.6,1,18.2,1436,0,0,0,0,0,0,5.9,126,3.8,128,1.7,79.3,0,0,0,0,0,0,0,18.8,0,0
189,2015-04-22,16.7,10.8,541,23.8,1502,0,0,0,0,0,0,10.2,1523,5.5,1516,2.1,48.9,0,0,0,0,0,0,0,18.5,0,0
189,2015-04-23,15.9,12.1,501,19.9,1457,0,0,0,0,0,0,6.4,1345,4.1,1406,2.2,54,0,0,0,0,0,0,0,18.2,0,0
189,2015-04-24,15.7,11.6,455,18.9,1636,0,0,0,0,0,0,6.9,1702,3.9,1303,1.5,62,0,0,0,0,0,0,0,18.1,0,0
189,2015-04-25,17.8,13.2,508,22.6,1117,0,0,0,0,0,0,4.7,1728,2.7,1642,1.4,48.9,0,0,0,0,0,0,0,21,0,0
189,2015-04-26,17.2,14,559,20.6,1235,0,0,0,0,0,0,7.8,1510,4.7,1431,1.7,52.3,0,0,0,0,0,0,0,21.4,0,0
189,2015-04-27,18.7,13.8,616,22.5,1351,0,0,0,0,0,0,4.3,2330,2.4,1446,1.2,59.3,0,0,0,0,0,0,0,23.3,0,0
189,2015-04-28,17.7,16.2,935,19.1,653,0,3,1205,9.5,1125,28,10.8,2145,5.8,2154,2.2,94.1,0,0,0,0,0,0,0,18.5,0,0
189,2015-04-29,16.6,15.8,1005,18.6,1603,0,2.5,1517,3,221,12,11.6,208,6.3,215,2.2,97.4,0,0,0,0,0,0,0,18.6,0,0
189,2015-04-30,18,16.2,2225,22,1556,0,2,445,5.5,409,7.5,9.7,941,5.7,1443,3.1,86,0,0,0,0,0,0,0,20.6,0,0
189,2015-05-01,17.8,14.8,257,23.1,1251,0,0,0,0,0,0,6.3,1115,3.2,1411,1.1,86,0,0,0,0,0,0,0,22.5,0,0
189,2015-05-02,19.6,16.5,135,22.9,1352,0,6,2221,25,2218,75,8,2231,3.4,2347,1.4,84.3,0,0,0,0,0,0,0,21.7,0,0
189,2015-05-03,18.4,16.9,1929,22.8,1251,0,6.5,42,27,-2350,67.5,6.9,1159,3.8,1218,1.6,93,0,0,0,0,0,0,0,22.8,0,0
189,2015-05-04,19.4,16.3,2357,26.6,1304,0,0,0,0,0,0,11.3,1432,6.1,1432,2.2,54.1,0,0,0,0,0,0,0,22,0,0
189,2015-05-05,16.7,13.2,604,19.6,1229,0,0,0,0,0,0,8.5,1027,4.7,1117,2.3,40.6,0,0,0,0,0,0,0,20.7,0,0
189,2015-05-06,15.6,13.3,447,17.2,1029,0,0.2,1743,0.3,1653,0.3,4.4,2153,2.9,2206,1.3,54.3,0,0,0,0,0,0,0,16.1,0,0
189,2015-05-07,18.1,13.2,558,22.2,1605,0,0,0,0,0,0,6.1,1506,4.1,1342,1.9,55,0,0,0,0,0,0,0,22.8,0,0
189,2015-05-08,18.3,14.9,609,21.3,1127,0,0,0,0,0,0,4.5,2254,2.8,2257,1.2,50.8,0,0,0,0,0,0,0,23,0,0
189,2015-05-09,18.3,14.3,351,22.4,1134,0,0.5,110,1.5,53,3,9.8,1357,5.8,1043,2.5,66.8,0,0,0,0,0,0,0,22.9,0,0
189,2015-05-10,19,15.3,528,22.2,1322,0,0,0,0,0,0,8.2,1256,4.8,1208,2.2,68.4,0,0,0,0,0,0,0,24.6,0,0
189,2015-05-11,18.2,16.8,2355,20.3,1936,0,21.5,1909,75,1901,220.5,11.7,1850,6.7,1855,3.5,91.4,0,0,0,0,0,0,0,18.7,0,0
189,2015-05-12,16.4,13.6,631,18.5,1255,0,0.5,228,0.5,128,0.5,11.7,428,6.4,1558,4.3,73.5,0,0,0,0,0,0,0,19.1,0,0
189,2015-05-13,19.8,16.5,354,22.3,1725,0,0,0,0,0,0,11.1,1021,5.9,1104,3.2,60.4,0,0,0,0,0,0,0,21.4,0,0
189,2015-05-14,19.6,17.9,2340,22.4,1007,0,0.3,456,0.4,406,0.4,8,1355,5,1411,2.5,87.9,0,0,0,0,0,0,0,22.2,0,0
189,2015-05-15,18.9,17.2,600,24.2,1244,0,0.5,1842,1,1843,3,4.5,30,2.6,1111,1.1,94.9,0,0,0,0,0,0,0,22.7,0,0
189,2015-05-16,18.8,15.9,2350,23.2,1153,0,0.1,0,0.2,0,0.3,6.9,1441,3.9,1445,1.6,87,0,0,0,0,0,0,0,24.4,0,0
189,2015-05-17,18.8,13.3,317,25.8,1306,0,0,0,0,0,0,5.8,610,2.2,612,1,65.9,0,0,0,0,0,0,0,23.8,0,0
189,2015-05-18,16.6,15.5,2144,19.5,341,0,2.5,744,6,738,31,11.4,1048,3.9,642,1.5,91,0,0,0,0,0,0,0,18,0,0
189,2015-05-19,17,15.5,2340,20.6,1250,0,0,0,0,0,0,5.4,1450,3.3,1440,1.5,92.4,0,0,0,0,0,0,0,23,0,0
189,2015-05-20,18.5,14.2,629,25.4,1525,0,0,0,0,0,0,9.6,1548,4.1,1839,1.8,65.9,0,0,0,0,0,0,0,25.1,0,0
189,2015-05-21,18.7,14.5,247,23.7,1331,0,0,0,0,0,0,5.2,1152,3.3,924,1.7,54.8,0,0,0,0,0,0,0,25.1,0,0
189,2015-05-22,19.1,16.1,513,22.2,1316,0,0,0,0,0,0,5.6,1304,3.4,1309,1.4,54.5,0,0,0,0,0,0,0,30.3,0,0
189,2015-05-23,19.9,17.8,59,23,1430,0,0,0,0,0,0,5.2,950,2.5,943,1.4,62.4,0,0,0,0,0,0,0,28.3,0,0
189,2015-05-24,20.3,16.9,615,24.3,1535,0,0,0,0,0,0,4.6,1240,2.9,1247,1.4,61.9,0,0,0,0,0,0,0,31,0,0
189,2015-05-25,20.8,16.7,446,24.4,1612,0,0,0,0,0,0,4.1,1243,2.9,1055,1.2,56.8,0,0,0,0,0,0,0,30.9,0,0
189,2015-05-26,21.2,17.4,405,25,1240,0,0,0,0,0,0,3.8,1500,2.1,1725,1,58.4,0,0,0,0,0,0,0,29.1,0,0
189,2015-05-27,20.9,18.2,223,23.6,1544,0,0,0,0,0,0,3.3,2324,2.1,2314,0.7,52.9,0,0,0,0,0,0,0,23.2,0,0
189,2015-05-28,22,16.7,307,26.4,1325,0,0.5,124,1.5,126,3,8.9,1326,4.6,408,2.8,57.3,0,0,0,0,0,0,0,25.1,0,0
189,2015-05-29,22.9,20.5,2052,26.5,1144,0,0,0,0,0,0,6.7,627,4.1,631,1.7,66.8,0,0,0,0,0,0,0,32.9,0,0
189,2015-05-30,20.2,18.4,533,22.5,1403,0,4,524,12.5,503,22,7.7,1002,4.5,1004,1.7,90.9,0,0,0,0,0,0,0,22.2,0,0
189,2015-05-31,20.7,18.1,512,24.7,1302,0,0,0,0,0,0,5.3,1247,2.6,556,1.1,77,0,0,0,0,0,0,0,25.7,0,0
189,2015-06-01,20,17.1,457,23.3,1428,0,0,0,0,0,0,4.8,1332,3,1522,1.3,76.8,0,0,0,0,0,0,0,26,0,0
189,2015-06-02,21.2,18.9,13,22.7,1000,0,4,2144,7,2055,21,6.7,2035,3.7,2038,1.4,89.9,0,0,0,0,0,0,0,22.8,0,0
189,2015-06-03,22.4,19.5,423,28,1658,0,1,204,2,118,2.5,5.6,1337,3.2,1340,1.4,68.1,0,0,0,0,0,0,0,27.1,0,0
189,2015-06-04,21.9,17.8,512,26.2,1518,0,0,0,0,0,0,5.1,2242,3.1,517,1.7,48.3,0,0,0,0,0,0,0,27.2,0,0
189,2015-06-05,17.6,15.8,519,21.4,1,0,1,435,3.5,417,8,7.1,1007,3.8,1000,1.7,79.9,0,0,0,0,0,0,0,21.3,0,0
189,2015-06-06,18.7,14.7,539,22,1335,0,0,0,0,0,0,4.7,1335,2.5,401,1.3,73.5,0,0,0,0,0,0,0,24,0,0
189,2015-06-07,20.6,17.7,357,23.4,1435,0,0,0,0,0,0,6.8,1732,4.3,1713,2.3,76.6,0,0,0,0,0,0,0,22.3,0,0
189,2015-06-08,20.4,19,2256,21.3,1458,0,0.5,1215,0.9,1144,2.8,6.4,1924,3.3,2,2,91.8,0,0,0,0,0,0,0,21.7,0,0
189,2015-06-09,20.4,18.7,141,23.8,1417,0,0,0,0,0,0,4.9,1347,2.6,1351,1,89.8,0,0,0,0,0,0,0,25,0,0
189,2015-06-10,21.6,18.4,502,24.9,1153,0,0,0,0,0,0,6.9,1319,3,1327,1.5,85.4,0,0,0,0,0,0,0,25.2,0,0
189,2015-06-11,21.3,20.6,1,22.4,1737,0,0,0,0,0,0,7.5,1043,4.2,1049,2,97.5,0,0,0,0,0,0,0,23.2,0,0
189,2015-06-12,22.3,19.7,614,26.4,1521,0,0,0,0,0,0,6.9,1356,4,1356,1.8,88.5,0,0,0,0,0,0,0,29.8,0,0
